"ID"	"Authors"	"Title"	"Year"	"Source.title"	"Volume"	"Issue"	"clickable_doi"
"09410fa8"	"White, L.M."	"Beyond the romantic gypsy: Narrative disruptions and ironies in Austen's Emma"	2008	"Papers on Language and Literature"	"44"	"3"	"http://doi.org/"
"0111d4f4"	"Sakai, H."	"Effect of repetition of exposure and proficiency level in L2 listening tests"	2009	"TESOL Quarterly"	"43"	"2"	"http://doi.org/10.1002/j.1545-7249.2009.tb00179.x"
"f0e30393"	"Van Hal, T."	"The Renaissance Linguistics Archive online"	2009	"Beitrage zur Geschichte der Sprachwissenschaft"	"19"	"2"	"http://doi.org/"
"6a50b537"	"de Swart, H., Zwarts, J."	"Less form - more meaning: Why bare singular nouns are special"	2009	"Lingua"	"119"	"2"	"http://doi.org/10.1016/j.lingua.2007.10.015"
"8221ca99"	"Hodges, A."	"The politics of recontextualization: Discursive competition over claims of Iranian involvement in Iraq"	2008	"Discourse and Society"	"19"	"4"	"http://doi.org/10.1177/0957926508089940"
"0f5faf31"	"Luther, C.A."	"Importance placed on physical attractiveness and advertisement-inspired social comparison behavior among Japanese female and male teenagers"	2009	"Journal of Communication"	"59"	"2"	"http://doi.org/10.1111/j.1460-2466.2009.01416.x"
"42b0a896"	"Haiman, J."	"In defence of iconicity"	2008	"Cognitive Linguistics"	"19"	"1"	"http://doi.org/10.1515/COG.2008.002"
"3f87ac2c"	"Pell, M.D., Monetta, L."	"How Parkinson's disease affects non-verbal communication and language processing"	2008	"Linguistics and Language Compass"	"2"	"5"	"http://doi.org/10.1111/j.1749-818X.2008.00074.x"
"b92bd45b"	"Lustanski, J."	"Polish Canadians and Polish immigrants in Canada: Self-identity and language attitude"	2009	"International Journal of the Sociology of Language"	""	"199"	"http://doi.org/10.1515/IJSL.2009.034"
"238ec85a"	"Kubota, R., McKay, S."	"Globalization and language learning in rural Japan: The role of English in the local linguistic ecology"	2009	"TESOL Quarterly"	"43"	"4"	"http://doi.org/10.1002/j.1545-7249.2009.tb00188.x"
"7c272221"	"Legros, E., Amelunxen, C., Klar, F., Schürr, A."	"Generic and reflective graph transformations for checking and enforcement of modeling guidelines"	2009	"Journal of Visual Languages and Computing"	"20"	"4"	"http://doi.org/10.1016/j.jvlc.2009.04.005"
"8a52d7bb"	"Vick, R.M., Packard, B.W.-L."	"Academic success strategy use among community-active urban hispanic adolescents"	2008	"Hispanic Journal of Behavioral Sciences"	"30"	"4"	"http://doi.org/10.1177/0739986308322913"
"ec80e8ff"	"Borja Albi, A., García Izquierdo, I., Montalt, V."	"Research methodology in specialized genres for translation purposes"	2009	"Interpreter and Translator Trainer"	"3"	"1"	"http://doi.org/10.1080/1750399x.2009.10798781"
"abc6070a"	"Rossiter, M.J., Derwing, T.M., Manimtim, L.G., Thomson, R.I."	"Oral fluency: The neglected component in the communicative language classroom"	2009	"Canadian Modern Language Review"	"66"	"4"	"http://doi.org/10.3138/cmlr.66.4.583"
"265acc69"	"Robbins, J., Butler, S.G., Daniels, S.K., Gross, R.D., Langmore, S., Lazarus, C.L., Martin-Harris, B., McCabe, D., Musson, N., Rosenbek, J.C."	"Swallowing and dysphagia rehabilitation: Translating principles of neural plasticity into clinically oriented evidence"	2008	"Journal of Speech, Language, and Hearing Research"	"51"	"1"	"http://doi.org/10.1044/1092-4388(2008/021)"
"dd1ba754"	"Sonnenhauser, B."	"On the linguistic expression of subjectivity: Towards a sign-centered approach"	2008	"Semiotica"	"172"	""	"http://doi.org/10.1515/SEMI.2008.102"
"ac77b9f2"	"Smith, R."	"Learner autonomy"	2008	"ELT Journal"	"62"	"4"	"http://doi.org/10.1093/elt/ccn038"
"afe50582"	"Conti, A."	"The old norse afterlife of Ralph d'Escures's Homilia de assumptione Mariae"	2008	"Journal of English and Germanic Philology"	"107"	"2"	"http://doi.org/"
"9c28a9ab"	"Miró, E.C."	"Deconstructing exclamations"	2008	"Catalan Journal of Linguistics"	"7"	""	"http://doi.org/10.5565/rev/catjl.132"
"246bc405"	"Kuipers, J.-R., La Heij, W."	"Semantic facilitation in category and action naming: Testing the message-congruency account"	2008	"Journal of Memory and Language"	"58"	"1"	"http://doi.org/10.1016/j.jml.2007.05.005"
"a701ad46"	"Hamp, E.P."	"Germanic fapmaz and gravity in the north"	2008	"NOWELE"	"54"	"1"	"http://doi.org/10.1075/nowele.54-55.11ham"
"f1571858"	"Howlett, D."	"Wilbrord's autobiographical note and the 'Versus sybillae de iudicio dei'"	2008	"Peritia"	"20"	""	"http://doi.org/10.1484/J.Peri.3.630"
"f62f01f9"	"Samimy, K.K."	"The voice of a native speaker in the land of nonnative english speakers"	2008	"TESOL Quarterly"	"42"	"1"	"http://doi.org/10.1002/j.1545-7249.2008.tb00213.x"
"02b0ee49"	"Jawad, H.A."	"Repetition in literary Arabic: Foregrounding, backgrounding, and translation strategies"	2009	"Meta"	"54"	"4"	"http://doi.org/10.7202/038902ar"
"9d169242"	"Bilandzic, H., Busselle, R.W."	"Transportation and transportability in the cultivation of genre-consistent attitudes and estimates"	2008	"Journal of Communication"	"58"	"3"	"http://doi.org/10.1111/j.1460-2466.2008.00397.x"
"b08475e4"	"Cataño, L., Barlow, J.A., Moyna, M.I."	"A retrospective study of phonetic inventory complexity in acquisition of Spanish: Implications for phonological universals"	2009	"Clinical Linguistics and Phonetics"	"23"	"6"	"http://doi.org/10.1080/02699200902839818"
"7391ff71"	"Marinellie, S.A."	"The content of children's definitions: The oral-written distinction"	2009	"Child Language Teaching and Therapy"	"25"	"1"	"http://doi.org/10.1177/0265659008098662"
"d7d78c62"	"Hertel, C."	"Petrifaction and melancholia in dürer's lucretia"	2008	"Word and Image"	"24"	"1"	"http://doi.org/10.1080/02666286.2008.10444072"
"b9b4ea7e"	"Warren, M.R."	"How the Indian ocean made medieval France"	2009	"Australian Journal of French Studies"	"46"	"3"	"http://doi.org/10.3828/AJFS.46.3.249"
"952b1f88"	"Millar, R.M."	"The origins and development of shetland dialect in light of dialect contact theories"	2008	"English World-Wide"	"29"	"3"	"http://doi.org/10.1075/eww.29.3.02mil"
"be92598a"	"Vasyura, S.A."	"Psychology of male and female communicative activity"	2008	"Spanish Journal of Psychology"	"11"	"1"	"http://doi.org/10.1017/S1138741600004327"
"1e4bc702"	"Cairns, L."	"Sapphism in twentieth to twenty-first century French film: Segue or schism?"	2008	"Australian Journal of French Studies"	"45"	"3"	"http://doi.org/10.3828/AJFS.45.3.264"
"3936e5f2"	"Mastin, B.A."	"The inscriptions written on plaster at Kuntillet 'Ajrud"	2009	"Vetus Testamentum"	"59"	"1"	"http://doi.org/10.1163/156853308X377842"
"6dfaf584"	"Guss, N."	"Danger and literature: Michel Leiris and the Corrida"	2009	"MLN - Modern Language Notes"	"124"	"4"	"http://doi.org/10.1353/mln.0.0178"
"20dfa27d"	"Rautakoski, P., Korpijaakko-Huuhka, A.-M., Klippi, A."	"People with severe and moderate aphasia and their partners as estimators of communicative skills: A client-centred evaluation"	2008	"Aphasiology"	"22"	"12"	"http://doi.org/10.1080/02687030802374788"
"4994fd08"	"Glenberg, A.M., Mehta, S."	"Constraint on covariation: It's not meaning"	2008	"Italian Journal of Linguistics"	"20"	"1"	"http://doi.org/"
"ff05488b"	"Barrie, M., Spreng, B."	"Noun incorporation and the progressive in German"	2009	"Lingua"	"119"	"2"	"http://doi.org/10.1016/j.lingua.2007.10.020"
"2f588de1"	"Antovic, M."	"Musical metaphors in Serbian and Romani children: An empirical study"	2009	"Metaphor and Symbol"	"24"	"3"	"http://doi.org/10.1080/10926480903028136"
"d2abedc8"	"Hood, S., Forey, G."	"The interpersonal dynamics of call-centre interactions: Co-constructing the rise and fall of emotion"	2008	"Discourse and Communication"	"2"	"4"	"http://doi.org/10.1177/1750481308095937"
"96abb822"	"Godfrey-Smith, P."	"Explanation in evolutionary biology: Comments on Fodor"	2008	"Mind and Language"	"23"	"1"	"http://doi.org/10.1111/j.1468-0017.2007.00326.x"
"e5e2ea5c"	"Timarová, Š., Ungoed-Thomas, H."	"Admission testing for interpreting courses"	2008	"Interpreter and Translator Trainer"	"2"	"1"	"http://doi.org/10.1080/1750399X.2008.10798765"
"7b36b305"	"Rubdy, R."	"Reclaiming the local in teaching EIL"	2009	"Language and Intercultural Communication"	"9"	"3"	"http://doi.org/10.1080/14708470902748822"
"9866cfc5"	"Crain, S., Thornton, R., Murasugi, K."	"Capturing the evasive passive"	2009	"Language Acquisition"	"16"	"2"	"http://doi.org/10.1080/10489220902769234"
"1fc37ece"	"Beaudoin, C.E."	"Exploring the association between news use and social capital: Evidence of variance by ethnicity and medium"	2009	"Communication Research"	"36"	"5"	"http://doi.org/10.1177/0093650209338905"
"4eb8b3ca"	"Fahraeus, A."	"A source for William Rowley's All's Lost by Lust"	2009	"Notes and Queries"	"56"	"1"	"http://doi.org/10.1093/notesj/gjn225"
"76374d2c"	"Gaio, M., Sallaberry, C., Etcheverry, P., Marquesuzaa, C., Lesbegueries, J."	"A global process to access documents' contents from a geographical point of view"	2008	"Journal of Visual Languages and Computing"	"19"	"1"	"http://doi.org/10.1016/j.jvlc.2007.08.010"
"97285443"	"Howard, A.A., Mayeux, L., Naigles, L.R."	"Conversational correlates of children's acquisition of mental verbs and a theory of mind"	2008	"First Language"	"28"	"4"	"http://doi.org/10.1177/0142723708091044"
"3a17be40"	"Theiss, J.A., Solomon, D.H."	"Parsing the mechanisms that increase relational intimacy: The effects of uncertainty amount, open communication about uncertainty, and the reduction of uncertainty"	2008	"Human Communication Research"	"34"	"4"	"http://doi.org/10.1111/j.1468-2958.2008.00335.x"
"4a4f2628"	"Pogorzelski, R.J."	"The \"Reassurance of fratricide\" in the Aeneid"	2009	"American Journal of Philology"	"130"	"2"	"http://doi.org/10.1353/ajp.0.0049"
"36375f6e"	"Walicek, J."	"Strange showes: Spenser's double vision of imperial and papal vanities"	2008	"Studies in Philology"	"105"	"3"	"http://doi.org/"
"8ce8686a"	"Powell, D.A., Aram, R."	"Spelling in parts: A strategy for spelling and decoding polysyllabic words"	2008	"Reading Teacher"	"61"	"7"	"http://doi.org/10.1598/RT.61.7.6"
"e2c85841"	"Chen, N.-S., Hsieh, S.-W., Kinshuk"	"Effects of short-term memory and content representation type on mobile language learning"	2008	"Language Learning and Technology"	"12"	"3"	"http://doi.org/"
"aacfa25a"	"Taylor, D.B., Mraz, M., Nichols, W.D., Rickelman, R.J., Wood, K.D."	"Using explicit instruction to promote vocabulary learning for struggling readers"	2009	"Reading and Writing Quarterly"	"25"	"2-3"	"http://doi.org/10.1080/10573560802683663"
"6578ed45"	"Freidenreich, D.M."	"Sharing meals with non-Christians in canon law commentaries, circa 1160-1260: A case study in legal development"	2008	"Medieval Encounters"	"14"	"1"	"http://doi.org/10.1163/138078507X254730"
"5bc44f7e"	"Schulze, R."	"Categorisation in linguistics"	2009	"Zeitschrift fur Anglistik und Amerikanistik"	"57"	"3"	"http://doi.org/"
"e1c7c5bb"	"Senay, I., Keysar, B."	"Keeping track of speaker's perspective: The role of social identity"	2009	"Discourse Processes"	"46"	"5"	"http://doi.org/10.1080/01638530902959596"
"d309e1d7"	"Kracht, M."	"Is adjunction compositional?"	2008	"Research on Language and Computation"	"6"	"1"	"http://doi.org/10.1007/s11168-008-9045-7"
"eaaeeb56"	"Katsarou, E."	"Literacy teaching in the L1 curriculum of Greek secondary education"	2009	"L1 Educational Studies in Language and Literature"	"9"	"3"	"http://doi.org/10.17239/l1esll-2009.09.03.01"
"71b2f7c1"	"Gómez-Vilda, P., Fernández-Baillo, R., Rodellar-Biarge, V., Lluis, V.N., Álvarez-Marquina, A., Mazaira-Fernández, L.M., Martínez-Olalla, R., Godino-Llorente, J.I."	"Glottal Source biometrical signature for voice pathology detection"	2009	"Speech Communication"	"51"	"9"	"http://doi.org/10.1016/j.specom.2008.09.005"
"7b0ee6f0"	"Hoffner, H., Baker, E., Quinn, K.B."	"Lights, cameras, pencils! Using descriptive video to enhance writing"	2008	"Reading Teacher"	"61"	"7"	"http://doi.org/10.1598/RT.61.7.8"
"e6fc6b68"	"Magos, K., Politi, F."	"The creative second language lesson: The contribution of the role-play technique to the teaching of a second language in immigrant classes"	2008	"RELC Journal"	"39"	"1"	"http://doi.org/10.1177/0033688208091142"
"c49bbcd6"	"Loewen, I.J., Boliek, C.A., Seikaly, H., Harris, J., Rieger, J.M."	"Quality of life in patients with hemiglossectomy: Comparison of the EORTC QLQ-H&amp;N35 and a semi-structured interview"	2009	"Canadian Journal of Speech-Language Pathology and Audiology"	"33"	"4"	"http://doi.org/"
"3ca955c0"	"Niemi, S."	"Compounds in Swedish"	2009	"Lingue e Linguaggio"	"8"	"2"	"http://doi.org/10.1418/30930"
"7b5dc771"	"Smith, B."	"The relationship between scrolling, negotiation, and self-initiated self-repair in an SCMC environment"	2009	"CALICO Journal"	"26"	"2"	"http://doi.org/10.1558/cj.v26i2.231-245"
"b83e0ffa"	"Docan-Morgan, T., Manusov, V."	"Relational turning point events and their outcomes in college teacher-Student relationships from Students' perspectives"	2009	"Communication Education"	"58"	"2"	"http://doi.org/10.1080/03634520802515713"
"a284b7cf"	"Bert, M., Bruxelles, S., Etienne, C., Mondada, L., Traverso, V."	"Tool-assisted analysis of interactional corpora: Voilà in the CLAPI database"	2008	"Journal of French Language Studies"	"18"	"1"	"http://doi.org/10.1017/S0959269507003195"
"d3a16f4e"	"Walton, D., MacAgno, F."	"Reasoning from classifications and definitions"	2009	"Argumentation"	"23"	"1"	"http://doi.org/10.1007/s10503-008-9110-2"
"0fdbc25f"	"Kramer, J."	"\"Falsett no feit hes\": A proverb in William Dunbar's \"in vice most vicius he excellis\""	2008	"English Studies"	"89"	"3"	"http://doi.org/10.1080/00138380802011487"
"521dba7c"	"Heinemann, S."	"Paola Benincà / Laura Vanelli, Linguistica friulana"	2008	"Zeitschrift fur Romanische Philologie"	"124"	"4"	"http://doi.org/10.1515/zrph.2008.073"
"b276f959"	"Li, Y."	"The value and definition of intertextuality"	2009	"Chinese Semiotic Studies"	"2"	"1"	"http://doi.org/10.1515/css-2009-0114"
"e1603b70"	"Maciulewicz, J."	"The pleasure of the eighteenth-century texts: The conflation of literary and critical discourse in the early novelistic tradition"	2009	"Studia Anglica Posnaniensia"	"45"	"2"	"http://doi.org/10.2478/v10121-009-0021-6"
"e754dd1b"	"Belardinelli, F., Lomuscio, A."	"Quantified epistemic logics for reasoning about knowledge in multi-agent systems"	2009	"Artificial Intelligence"	"173"	"9-10"	"http://doi.org/10.1016/j.artint.2009.02.003"
"9763987b"	"Bolozky, S."	"Colloquial Hebrew imperatives revisited"	2009	"Language Sciences"	"31"	"2-3"	"http://doi.org/10.1016/j.langsci.2008.12.008"
"3b019a04"	"Marrouchi, M."	"Evental sites of resistance"	2008	"JAC: A Journal of Composition Theory"	"28"	"3-4"	"http://doi.org/"
"30e54e55"	"Mohamed, H.I., Banda, F."	"Classroom discourse and discursive practices in higher education in tanzania"	2008	"Journal of Multilingual and Multicultural Development"	"29"	"2"	"http://doi.org/10.2167/jmmd548.0"
"201343d3"	"Sidnell, J."	"Alternate and complementary perspectives on language and social life: The organization of repair in two Caribbean communities"	2008	"Journal of Sociolinguistics"	"12"	"4"	"http://doi.org/10.1111/j.1467-9841.2008.00377.x"
"85b0eec5"	"Howe, J."	"Argument is argument: An essay on conceptual metaphor and verbal dispute"	2008	"Metaphor and Symbol"	"23"	"1"	"http://doi.org/10.1080/10926480701723516"
"38b2162d"	"Beltrán, C.A., Moreno, M.P., Estrada, J.G.S., López, T.M.T., Rodríguez, M.G.A."	"Social support, Burnout Syndrome and occupational exhaustion among Mexican traffic police agents"	2009	"Spanish Journal of Psychology"	"12"	"2"	"http://doi.org/10.1017/S1138741600001955"
"4a98d555"	"Bergerson, J."	"Etimologiewoordeboek van Afrikaans: Supplement"	2009	"NOWELE"	"56"	"1"	"http://doi.org/10.1075/nowele.56-57.12ber"
"fd1b02c3"	"Clark, R., Morrison, T.G., Wilcox, B."	"Readers’ theater: A process of developing fourth-graders’ reading fluency"	2009	"Reading Psychology"	"30"	"4"	"http://doi.org/10.1080/02702710802411620"
"9168a69a"	"Rand, E.J."	"An inflammatory fag and a queer form: Larry Kramer, polemics, and rhetorical agency"	2008	"Quarterly Journal of Speech"	"94"	"3"	"http://doi.org/10.1080/00335630802210377"
"b8ee09a1"	"Harter, L.M."	"Narratives as dialogic, contested, and aesthetic performances"	2009	"Journal of Applied Communication Research"	"37"	"2"	"http://doi.org/10.1080/00909880902792255"
"5a91caa1"	"Dressler, W.U."	"Natural phonology as part of natural linguistics"	2009	"Poznan Studies in Contemporary Linguistics"	"45"	"1"	"http://doi.org/10.2478/v10010-009-0003-9"
"a07ded78"	"Larrivée, P."	"What nominal phrases are all about: The atypical case of indefinite pronouns with a determiner"	2009	"Romanische Forschungen"	"121"	"1"	"http://doi.org/10.3196/003581209787603461"
"75d3e67e"	"Bhatia, A."	"The discourses of terrorism"	2009	"Journal of Pragmatics"	"41"	"2"	"http://doi.org/10.1016/j.pragma.2008.05.016"
"5cad1525"	"Delany-Barmann, G."	"Bilingual intercultural teacher education: Nuevos maestros para bolivia"	2009	"Bilingual Research Journal"	"32"	"3"	"http://doi.org/10.1080/15235880903372860"
"bb2dd5a8"	"Monteiro, G."	"Henry James's letters to the New York Tribune (1875-76)"	2009	"Notes and Queries"	"56"	"3"	"http://doi.org/10.1093/notesj/gjp119"
"bc396392"	"Almor, A., Eimas, P.D."	"Focus and noun phrase anaphors in spoken language comprehension"	2008	"Language and Cognitive Processes"	"23"	"2"	"http://doi.org/10.1080/01690960701330936"
"d9a80184"	"Rijkhoff, J."	"On the (un)suitability of semantic categories"	2009	"Linguistic Typology"	"13"	"1"	"http://doi.org/10.1515/LITY.2009.005"
"c2d7d83c"	"Kremers, J."	"Recursive linearization"	2009	"Linguistic Review"	"26"	"1"	"http://doi.org/10.1515/tlir.2009.004"
"da4660f6"	"Jordan, J.W."	"Reshaping the pillow angel: Plastic bodies and the rhetoric of normal surgical solutions"	2009	"Quarterly Journal of Speech"	"95"	"1"	"http://doi.org/10.1080/00335630802621060"
"ba4d2f59"	"Raghavendra, P."	"Teaching evidence-based practice in a problem-based learning course in speech-language pathology"	2009	"Evidence-Based Communication Assessment and Intervention"	"3"	"4"	"http://doi.org/10.1080/17489530903399160"
"c594437f"	"Harris, P.L., Richert, R.A."	"William James, 'the world of sense' and trust in testimony"	2008	"Mind and Language"	"23"	"5"	"http://doi.org/10.1111/j.1468-0017.2008.00354.x"
"9f97c2e3"	"Stroud, C., Wee, L."	"Introduction: Political economies of literacy in multilingual South-east Asia"	2008	"International Journal of Bilingual Education and Bilingualism"	"11"	"2"	"http://doi.org/10.2167/beb112e.0"
"eb74bbe0"	"Edney, M.H."	"The anglophone toponyms associated with John Smith's description and map of New England"	2009	"Names"	"57"	"4"	"http://doi.org/10.1179/002777309X12513839123395"
"145311e0"	"Waterton, E., Wilson, R."	"Talking the talk: Policy, popular and media responses to the bicentenary of the Abolition of the Slave Trade using the 'Abolition Discourse'"	2009	"Discourse and Society"	"20"	"3"	"http://doi.org/10.1177/0957926509102409"
"a780e998"	"Smith-Lock, K.M., Nickels, L., Mortensen, L."	"Story writing skills of adults with a history language-impairment"	2009	"Reading and Writing"	"22"	"6"	"http://doi.org/10.1007/s11145-008-9138-6"
"99be2c8f"	"Reijnders, S."	"Watching the detectives: Inside the guilty landscapes of inspector morse, baantjer and wallander"	2009	"European Journal of Communication"	"24"	"2"	"http://doi.org/10.1177/0267323108101830"
"fb9b3495"	"Wang, L., Schlesewsky, M., Bickel, B., Bornkessel-Schlesewsky, I."	"Exploring the nature of the 'subject'-preference: Evidence from the online comprehension of simple sentences in Mandarin Chinese"	2009	"Language and Cognitive Processes"	"24"	"7-8"	"http://doi.org/10.1080/01690960802159937"
"4f6e179c"	"Morita, N."	"Language, culture, gender, and academic socialization"	2009	"Language and Education"	"23"	"5"	"http://doi.org/10.1080/09500780902752081"
"2a475b83"	"Goldman, A.I."	"Mirroring, simulating and mindreading"	2009	"Mind and Language"	"24"	"2"	"http://doi.org/10.1111/j.1468-0017.2008.01361.x"
"55c603ba"	"Hones, D.F., Aguilar, N., Thao, S."	"La lunch continua becoming a bilingual teacher"	2009	"Multicultural Education"	"16"	"3"	"http://doi.org/"
"5c73c285"	"Howe, M.L., Wimmer, M.C., Gagnon, N., Plumpton, S."	"An associative-activation theory of children's and adults' memory illusions"	2009	"Journal of Memory and Language"	"60"	"2"	"http://doi.org/10.1016/j.jml.2008.10.002"
"d32037ac"	"Schulenberg, U."	"\"Becoming the poets of our own lives\": Pragmatism and romanticism"	2009	"AAA - Arbeiten aus Anglistik und Amerikanistik"	"34"	"2"	"http://doi.org/"
"301048e7"	"Guillot, M.-N."	"Freedoms and constraints in semi-institutional television discussions: The case of mixed format panel discussions"	2008	"Journal of Pragmatics"	"40"	"2"	"http://doi.org/10.1016/j.pragma.2007.07.016"
"79edb0d7"	"Grbić, N., Pöllabauer, S."	"Counting what counts: Research on community interpreting in German-speaking countries - A scientometric study"	2008	"Target"	"20"	"2"	"http://doi.org/10.1075/target.20.2.06grb"
"cef63c13"	"Qiao, X., Forster, K., Witzel, N."	"Is banara really a word?"	2009	"Cognition"	"113"	"2"	"http://doi.org/10.1016/j.cognition.2009.08.006"
"b56f3b4d"	"Boeckx, C."	"Islands"	2008	"Linguistics and Language Compass"	"2"	"1"	"http://doi.org/10.1111/j.1749-818X.2007.00043.x"
"56c3be10"	"Cohen, A., Kaminski, M., Makowsky, J.A."	"Notions of sameness by default and their application to anaphora, vagueness, and uncertain reasoning"	2008	"Journal of Logic, Language and Information"	"17"	"3"	"http://doi.org/10.1007/s10849-008-9057-6"
"b0038948"	"Halmari, H."	"On the language of the Clinton-Dole presidential campaign debates: General tendencies and successful strategies"	2008	"Journal of Language and Politics"	"7"	"2"	"http://doi.org/10.1075/jlp.7.2.04hal"
"597d3f0b"	"Akins, A.V."	"Linguistic artistry in Sandra Cisneros' The House on Mango Street: A phonological analysis of \"my name\""	2008	"Critica Hispanica"	"30"	"1-2"	"http://doi.org/"
"c362590f"	"Cullip, P.F."	"A tale of two texts: Tracking developments in learner writing"	2009	"RELC Journal"	"40"	"2"	"http://doi.org/10.1177/0033688209105866"
"f04e55d9"	"Placencia, M.E."	"(Non)Compliance with directives among family and friends: Responding to social pressure and individual wants"	2008	"Intercultural Pragmatics"	"5"	"3"	"http://doi.org/10.1515/IPRG.2008.015"
"c78de0db"	"Zareva, A."	"Student academic presentations: The processing side of interactiveness"	2009	"English Text Construction"	"2"	"2"	"http://doi.org/10.1075/etc.2.2.08zar"
"d72a6439"	"Mirzoeff, N."	"War is culture: Global counterinsurgency, visuality, and the Petraeus doctrine"	2009	"PMLA"	"124"	"5"	"http://doi.org/10.1632/pmla.2009.124.5.1737"
"fc99283e"	"DeVore, K."	"Essay Stress and the Voice: The Mind-Body Connection"	2009	"Voice and Speech Review"	"6"	"1"	"http://doi.org/10.1080/23268263.2009.10767593"
"6087c2fd"	"Wade, J."	"Abduction, surgery, madness: An account of a little red man in Thomas Walsingham's Chronica maiora"	2008	"Medium Aevum"	"77"	"1"	"http://doi.org/10.2307/43630593"
"a6dcfa1a"	"Cotsonis, J."	"Onomastics, gender, office and images on Byzantine lead seals: A means of investigating personal piety"	2008	"Byzantine and Modern Greek Studies"	"32"	"1"	"http://doi.org/10.1179/030701308X259642"
"5c84ce57"	"Zitser, E.A."	"\"A dirty place for Americans to be\": Images of the Russian civil war in Siberia from the Robert L. Eichelberger collection at Duke University Libraries"	2009	"Slavic and East European Information Resources"	"10"	"1"	"http://doi.org/10.1080/15228880802714765"
"33e8b084"	"Blasco, E."	"Carsten Sinner / Andreas Wesch (edd.), El castellano en las tierras de habla catalana"	2009	"Zeitschrift fur Romanische Philologie"	"125"	"4"	"http://doi.org/10.1515/zrph.2009.073"
"7b847876"	"Culicover, P.W., Winkler, S."	"English focus inversion"	2008	"Journal of Linguistics"	"44"	"3"	"http://doi.org/10.1017/S0022226708005343"
"86617154"	"Embick, D."	"Variation and morphosyntactic theory: Competition fractionated"	2008	"Linguistics and Language Compass"	"2"	"1"	"http://doi.org/10.1111/j.1749-818X.2007.00038.x"
"7b017962"	"Siyanova, A., Schmitt, N."	"L2 learner production and processing of collocation: A multi-study perspective"	2008	"Canadian Modern Language Review"	"64"	"3"	"http://doi.org/10.3138/cmlr.64.3.429"
"96e643b8"	"Peter, J., Valkenburg, P.M."	"Adolescents' exposure to sexually explicit internet material and sexual satisfaction: A longitudinal study"	2009	"Human Communication Research"	"35"	"2"	"http://doi.org/10.1111/j.1468-2958.2009.01343.x"
"1468f88a"	"Ting, J."	"The nature of the particle suo in the passive constructions in Classical Chinese"	2008	"Journal of Chinese Linguistics"	"36"	"1"	"http://doi.org/"
"21fa0a21"	"Piwek, P., Beun, R.-J., Cremers, A."	"'Proximal' and 'distal' in language and cognition: Evidence from deictic demonstratives in Dutch"	2008	"Journal of Pragmatics"	"40"	"4"	"http://doi.org/10.1016/j.pragma.2007.05.001"
"4734ca34"	"James, M.A."	"\"Far\" transfer of learning outcomes from an ESL writing course: Can the gap be bridged?"	2009	"Journal of Second Language Writing"	"18"	"2"	"http://doi.org/10.1016/j.jslw.2009.01.001"
"485af846"	"Bonvillian, J.D., Ingram, V.L., McCleary, B.M."	"Observations on the use of manual signs and gestures in the communicative interactions between native Americans and Spanish explorers of North America: The Accounts of Bernal díaz del Castillo and álvar núnẽz Cabeza de Vaca"	2008	"Sign Language Studies"	"9"	"2"	"http://doi.org/"
"48614425"	"Sarnecka, B.W., Carey, S."	"How counting represents number: What children must learn and when they learn it"	2008	"Cognition"	"108"	"3"	"http://doi.org/10.1016/j.cognition.2008.05.007"
"bcde2143"	"Soh, H.L., Nomoto, H."	"Progressive aspect, the verbal prefix meN-, and stative sentences in Malay"	2009	"Oceanic Linguistics"	"48"	"1"	"http://doi.org/10.1353/ol.0.0026"
"63ce1b15"	"Howell, P., Davis, S., Bartrip, J."	"The university college london archive of stuttered speech (UCLASS)"	2009	"Journal of Speech, Language, and Hearing Research"	"52"	"2"	"http://doi.org/10.1044/1092-4388(2009/07-0129)"
"55c7de09"	"Demont-Heinrich, C."	"American \"prestige press\" representations of the global hegemony of English"	2008	"World Englishes"	"27"	"2"	"http://doi.org/10.1111/j.1467-971X.2008.00550.x"
"3ff0ca87"	"Zwierlein, A.-J."	"'The gift of seeing' - 'The eyes of faith': Visuelle evidenz und übersinnliches in Julian Barnes' Arthur &amp; George und anderen neo-viktorianischen detektivromanen"	2008	"Zeitschrift fur Anglistik und Amerikanistik"	"56"	"1"	"http://doi.org/"
"b27d9d83"	"Enghels, R."	"Emmanuelle Labeau / Carl Vetters / Patrick Caudal (edd.), Sémantique et diachronie du système verbal français"	2009	"Zeitschrift fur Romanische Philologie"	"125"	"4"	"http://doi.org/10.1515/zrph.2009.088"
"662b040b"	"Zagacki, K.S., Gallagher, V.J."	"Rhetoric and materiality in the museum park at the North Carolina museum of art"	2009	"Quarterly Journal of Speech"	"95"	"2"	"http://doi.org/10.1080/00335630902842087"
"5002ac02"	"Saddington, D."	"Problems in the nomenclature of the personnel and the question of marines in the roman fleets"	2009	"Bulletin of the Institute of Classical Studies"	"52"	"1"	"http://doi.org/10.1111/j.2041-5370.2009.tb00750.x"
"4c7f2f42"	"Lassiter, D."	"Semantic externalism, language variation, and sociolinguistic accommodation"	2008	"Mind and Language"	"23"	"5"	"http://doi.org/10.1111/j.1468-0017.2008.00355.x"
"2dc47b49"	"Horn, J.H., Pratt, S.R., Durrant, J.D."	"Parameters to maximize 2f2-f1 distortion product otoacoustic emission levels"	2008	"Journal of Speech, Language, and Hearing Research"	"51"	"6"	"http://doi.org/10.1044/1092-4388(2008/07-0179)"
